ID,SchemaVersion,SourceName,SourceURL,ProductName,StartupName,PricingModel,CollectedAt
35,1.0,GitHub Repositories,https://github.com/Leonxlnx/taste-skill,taste-skill,Leonxlnx,FREE,2026-09-11T18:21:00Z
36,1.0,GitHub Repositories,https://github.com/infiniflow/ragflow,ragflow,infiniflow,FREE,2026-09-11T18:21:00Z
37,1.0,GitHub Repositories,https://github.com/koala73/worldmonitor,worldmonitor,koala73,FREE,2026-09-11T18:21:00Z
38,1.0,GitHub Repositories,https://github.com/lobehub/lobehub,lobehub,lobehub,FREE,2026-09-11T18:21:00Z
39,1.0,GitHub Repositories,https://github.com/bytedance/deer-flow,deer-flow,bytedance,FREE,2026-09-11T18:21:01Z
40,1.0,GitHub Repositories,https://github.com/hiyouga/LlamaFactory,LlamaFactory,hiyouga,FREE,2026-09-11T18:21:01Z
41,1.0,GitHub Repositories,https://github.com/D4Vinci/Scrapling,Scrapling,D4Vinci,FREE,2026-09-11T18:21:01Z
42,1.0,GitHub Repositories,https://github.com/unslothai/unsloth,unsloth,unslothai,FREE,2026-09-11T18:21:01Z
43,1.0,GitHub Repositories,https://github.com/netdata/netdata,netdata,netdata,FREE,2026-09-11T18:21:01Z
44,1.0,GitHub Repositories,https://github.com/OpenBB-finance/OpenBB,OpenBB,OpenBB-finance,FREE,2026-09-11T18:21:01Z
45,1.0,GitHub Repositories,https://github.com/daytonaio/daytona,daytona,daytonaio,FREE,2026-09-11T18:21:01Z
46,1.0,GitHub Repositories,https://github.com/headroomlabs-ai/headroom,headroom,headroomlabs-ai,FREE,2026-09-11T18:21:01Z
47,1.0,GitHub Repositories,https://github.com/code-yeongyu/oh-my-openagent,oh-my-openagent,code-yeongyu,FREE,2026-09-11T18:21:01Z
48,1.0,GitHub Repositories,https://github.com/career-ops-hq/career-ops,career-ops,career-ops-hq,FREE,2026-09-11T18:21:01Z
49,1.0,GitHub Repositories,https://github.com/Fission-AI/OpenSpec,OpenSpec,Fission-AI,FREE,2026-09-11T18:21:01Z
50,1.0,GitHub Repositories,https://github.com/shanraisshan/claude-code-best-practice,claude-code-best-practice,shanraisshan,FREE,2026-09-11T18:21:01Z
51,1.0,GitHub Repositories,https://github.com/docling-project/docling,docling,docling-project,FREE,2026-09-11T18:21:01Z
52,1.0,GitHub Repositories,https://github.com/asgeirtj/system_prompts_leaks,system_prompts_leaks,asgeirtj,FREE,2026-09-11T18:21:01Z
53,1.0,GitHub Repositories,https://github.com/sansan0/TrendRadar,TrendRadar,sansan0,FREE,2026-09-11T18:21:01Z
54,1.0,GitHub Repositories,https://github.com/calesthio/OpenMontage,OpenMontage,calesthio,FREE,2026-09-11T18:21:01Z
55,1.0,GitHub Repositories,https://github.com/meilisearch/meilisearch,meilisearch,meilisearch,FREE,2026-09-11T18:21:01Z
56,1.0,GitHub Repositories,https://github.com/crewAIInc/crewAI,crewAI,crewAIInc,FREE,2026-09-11T18:21:01Z
57,1.0,GitHub Repositories,https://github.com/mem0ai/mem0,mem0,mem0ai,FREE,2026-09-11T18:21:01Z
58,1.0,GitHub Repositories,https://github.com/zylon-ai/private-gpt,private-gpt,zylon-ai,FREE,2026-09-11T18:21:01Z
59,1.0,GitHub Repositories,https://github.com/microsoft/autogen,autogen,microsoft,FREE,2026-09-11T18:21:01Z
60,1.0,GitHub Repositories,https://github.com/microsoft/AI-For-Beginners,AI-For-Beginners,microsoft,FREE,2026-09-11T18:21:01Z
61,1.0,GitHub Repositories,https://github.com/MemPalace/mempalace,mempalace,MemPalace,FREE,2026-09-11T18:21:01Z
62,1.0,GitHub Repositories,https://github.com/AntonOsika/gpt-engineer,gpt-engineer,AntonOsika,FREE,2026-09-11T18:21:02Z
63,1.0,GitHub Repositories,https://github.com/elder-plinius/CL4R1T4S,CL4R1T4S,elder-plinius,FREE,2026-09-11T18:21:02Z
64,1.0,GitHub Repositories,https://github.com/jamiepine/voicebox,voicebox,jamiepine,FREE,2026-09-11T18:21:02Z
65,1.0,GitHub Repositories,https://github.com/lencx/ChatGPT,ChatGPT,lencx,FREE,2026-09-11T18:21:02Z
66,1.0,GitHub Repositories,https://github.com/GitHubDaily/GitHubDaily,GitHubDaily,GitHubDaily,FREE,2026-09-11T18:21:02Z
67,1.0,GitHub Repositories,https://github.com/mudler/LocalAI,LocalAI,mudler,FREE,2026-09-11T18:21:02Z
68,1.0,GitHub Repositories,https://github.com/rohitg00/ai-engineering-from-scratch,ai-engineering-from-scratch,rohitg00,FREE,2026-09-11T18:21:02Z
69,1.0,GitHub Repositories,https://github.com/jeecgboot/JeecgBoot,JeecgBoot,jeecgboot,FREE,2026-09-11T18:21:02Z
70,1.0,GitHub Repositories,https://github.com/zhayujie/CowAgent,CowAgent,zhayujie,FREE,2026-09-11T18:21:02Z
71,1.0,GitHub Repositories,https://github.com/dbeaver/dbeaver,dbeaver,dbeaver,FREE,2026-09-11T18:21:02Z
72,1.0,GitHub Repositories,https://github.com/heygen-com/hyperframes,hyperframes,heygen-com,FREE,2026-09-11T18:21:02Z
73,1.0,GitHub Repositories,https://github.com/paperless-ngx/paperless-ngx,paperless-ngx,paperless-ngx,FREE,2026-09-11T18:21:02Z
74,1.0,GitHub Repositories,https://github.com/aaif-goose/goose,goose,aaif-goose,FREE,2026-09-11T18:21:02Z
75,1.0,GitHub Repositories,https://github.com/ClickHouse/ClickHouse,ClickHouse,ClickHouse,FREE,2026-09-11T18:21:02Z
76,1.0,GitHub Repositories,https://github.com/upscayl/upscayl,upscayl,upscayl,FREE,2026-09-11T18:21:02Z
77,1.0,GitHub Repositories,https://github.com/danielmiessler/Fabric,Fabric,danielmiessler,FREE,2026-09-11T18:21:02Z
78,1.0,GitHub Repositories,https://github.com/danny-avila/LibreChat,LibreChat,danny-avila,FREE,2026-09-11T18:21:02Z
79,1.0,GitHub Repositories,https://github.com/MadsLorentzen/ai-job-search,ai-job-search,MadsLorentzen,FREE,2026-09-11T18:21:03Z
80,1.0,GitHub Repositories,https://github.com/Kong/kong,kong,Kong,FREE,2026-09-11T18:21:03Z
81,1.0,GitHub Repositories,https://github.com/reactive-resume/app,app,reactive-resume,FREE,2026-09-11T18:21:03Z
82,1.0,GitHub Repositories,https://github.com/agno-agi/agno,agno,agno-agi,FREE,2026-09-11T18:21:03Z
83,1.0,GitHub Repositories,https://github.com/hpcaitech/ColossalAI,ColossalAI,hpcaitech,FREE,2026-09-11T18:21:03Z
84,1.0,GitHub Repositories,https://github.com/langchain-ai/langgraph,langgraph,langchain-ai,FREE,2026-09-11T18:21:03Z
85,1.0,GitHub Repositories,https://github.com/AstrBotDevs/AstrBot,AstrBot,AstrBotDevs,FREE,2026-09-11T18:21:03Z
86,1.0,GitHub Repositories,https://github.com/pingcap/tidb,tidb,pingcap,FREE,2026-09-11T18:21:03Z
87,1.0,GitHub Repositories,https://github.com/RSSNext/Folo,Folo,RSSNext,FREE,2026-09-11T18:21:03Z
88,1.0,GitHub Repositories,https://github.com/mindsdb/mindshub,mindshub,mindsdb,FREE,2026-09-11T18:21:03Z
89,1.0,GitHub Repositories,https://github.com/The-Vibe-Company/quivr,quivr,The-Vibe-Company,FREE,2026-09-11T18:21:03Z
90,1.0,GitHub Repositories,https://github.com/github/awesome-copilot,awesome-copilot,github,FREE,2026-09-11T18:21:03Z
91,1.0,GitHub Repositories,https://github.com/photoprism/photoprism,photoprism,photoprism,FREE,2026-09-11T18:21:03Z
92,1.0,GitHub Repositories,https://github.com/patchy631/ai-engineering-hub,ai-engineering-hub,patchy631,FREE,2026-09-11T18:21:03Z
93,1.0,GitHub Repositories,https://github.com/CopilotKit/CopilotKit,CopilotKit,CopilotKit,FREE,2026-09-11T18:21:03Z
94,1.0,GitHub Repositories,https://github.com/herdrdev/herdr,herdr,herdrdev,FREE,2026-09-11T18:21:03Z
95,1.0,GitHub Repositories,https://github.com/khoj-ai/khoj,khoj,khoj-ai,FREE,2026-09-11T18:21:03Z
96,1.0,GitHub Repositories,https://github.com/babysor/MockingBird,MockingBird,babysor,FREE,2026-09-11T18:21:03Z
97,1.0,GitHub Repositories,https://github.com/LAION-AI/Open-Assistant,Open-Assistant,LAION-AI,FREE,2026-09-11T18:21:03Z
98,1.0,GitHub Repositories,https://github.com/DayuanJiang/next-ai-draw-io,next-ai-draw-io,DayuanJiang,FREE,2026-09-11T18:21:03Z
99,1.0,GitHub Repositories,https://github.com/reworkd/AgentGPT,AgentGPT,reworkd,FREE,2026-09-11T18:21:03Z
100,1.0,GitHub Repositories,https://github.com/continuedev/continue,continue,continuedev,FREE,2026-09-11T18:21:03Z
101,1.0,GitHub Repositories,https://github.com/blakeblackshear/frigate,frigate,blakeblackshear,FREE,2026-09-11T18:21:03Z
102,1.0,GitHub Repositories,https://github.com/xitu/gold-miner,gold-miner,xitu,FREE,2026-09-11T18:21:03Z
103,1.0,GitHub Repositories,https://github.com/JCodesMore/ai-website-cloner-template,ai-website-cloner-template,JCodesMore,FREE,2026-09-11T18:21:03Z
104,1.0,GitHub Repositories,https://github.com/Dokploy/dokploy,dokploy,Dokploy,FREE,2026-09-11T18:21:03Z
105,1.0,GitHub Repositories,https://github.com/VectifyAI/PageIndex,PageIndex,VectifyAI,FREE,2026-09-11T18:21:03Z
106,1.0,GitHub Repositories,https://github.com/explosion/spaCy,spaCy,explosion,FREE,2026-09-11T18:21:04Z
107,1.0,GitHub Repositories,https://github.com/TabbyML/tabby,tabby,TabbyML,FREE,2026-09-11T18:21:03Z
108,1.0,GitHub Repositories,https://github.com/lutzroeder/netron,netron,lutzroeder,FREE,2026-09-11T18:21:03Z
109,1.0,GitHub Repositories,https://github.com/SillyTavern/SillyTavern,SillyTavern,SillyTavern,FREE,2026-09-11T18:21:03Z
110,1.0,GitHub Repositories,https://github.com/Pythagora-io/gpt-pilot,gpt-pilot,Pythagora-io,FREE,2026-09-11T18:21:03Z
111,1.0,GitHub Repositories,https://github.com/google-research/google-research,google-research,google-research,FREE,2026-09-11T18:21:03Z
112,1.0,GitHub Repositories,https://github.com/Gitlawb/openclaude,openclaude,Gitlawb,FREE,2026-09-11T18:21:04Z
113,1.0,GitHub Repositories,https://github.com/Lightning-AI/pytorch-lightning,pytorch-lightning,Lightning-AI,FREE,2026-09-11T18:21:04Z
114,1.0,GitHub Repositories,https://github.com/topoteretes/cognee,cognee,topoteretes,FREE,2026-09-11T18:21:04Z
115,1.0,GitHub Repositories,https://github.com/zeroclaw-labs/zeroclaw,zeroclaw,zeroclaw-labs,FREE,2026-09-11T18:21:04Z
116,1.0,GitHub Repositories,https://github.com/onyx-dot-app/onyx,onyx,onyx-dot-app,FREE,2026-09-11T18:21:04Z
117,1.0,GitHub Repositories,https://github.com/modular/modular,modular,modular,FREE,2026-09-11T18:21:04Z
118,1.0,GitHub Repositories,https://github.com/facefusion/facefusion,facefusion,facefusion,FREE,2026-09-11T18:21:04Z
119,1.0,GitHub Repositories,https://github.com/NirDiamant/RAG_Techniques,RAG_Techniques,NirDiamant,FREE,2026-09-11T18:21:05Z
120,1.0,GitHub Repositories,https://github.com/The-Art-of-Hacking/h4cker,h4cker,The-Art-of-Hacking,FREE,2026-09-11T18:21:05Z
121,1.0,GitHub Repositories,https://github.com/assafelovic/gpt-researcher,gpt-researcher,assafelovic,FREE,2026-09-11T18:21:05Z
122,1.0,GitHub Repositories,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,Mr.-Ranedeer-AI-Tutor,JushBJJ,FREE,2026-09-11T18:21:04Z
123,1.0,GitHub Repositories,https://github.com/openai/openai-agents-python,openai-agents-python,openai,FREE,2026-09-11T18:21:05Z
124,1.0,GitHub Repositories,https://github.com/e2b-dev/awesome-ai-agents,awesome-ai-agents,e2b-dev,FREE,2026-09-11T18:21:04Z
125,1.0,GitHub Repositories,https://github.com/ComposioHQ/composio,composio,ComposioHQ,FREE,2026-09-11T18:21:05Z
126,1.0,GitHub Repositories,https://github.com/langchain-ai/deepagents,deepagents,langchain-ai,FREE,2026-09-11T18:21:05Z
127,1.0,GitHub Repositories,https://github.com/simstudioai/sim,sim,simstudioai,FREE,2026-09-11T18:21:04Z
128,1.0,GitHub Repositories,https://github.com/alibaba/page-agent,page-agent,alibaba,FREE,2026-09-11T18:21:05Z
129,1.0,GitHub Repositories,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,AI-Expert-Roadmap,AMAI-GmbH,FREE,2026-09-11T18:21:04Z
130,1.0,GitHub Repositories,https://github.com/yamadashy/repomix,repomix,yamadashy,FREE,2026-09-11T18:21:05Z
131,1.0,GitHub Repositories,https://github.com/rohitg00/agentmemory,agentmemory,rohitg00,FREE,2026-09-11T18:21:05Z
132,1.0,GitHub Repositories,https://github.com/microsoft/semantic-kernel,semantic-kernel,microsoft,FREE,2026-09-11T18:21:05Z
133,1.0,GitHub Repositories,https://github.com/opendataloader-project/opendataloader-pdf,opendataloader-pdf,opendataloader-project,FREE,2026-09-11T18:21:05Z
134,1.0,GitHub Repositories,https://github.com/ahujasid/blender-mcp,blender-mcp,ahujasid,FREE,2026-09-11T18:21:05Z
135,1.0,GitHub Repositories,https://github.com/iOfficeAI/AionUi,AionUi,iOfficeAI,FREE,2026-09-11T18:21:04Z
136,1.0,GitHub Repositories,https://github.com/OtterMind/Chat2DB,Chat2DB,OtterMind,FREE,2026-09-11T18:21:05Z
137,1.0,GitHub Repositories,https://github.com/chroma-core/chroma,chroma,chroma-core,FREE,2026-09-11T18:21:05Z
138,1.0,GitHub Repositories,https://github.com/Zackriya-Solutions/meetily,meetily,Zackriya-Solutions,FREE,2026-09-11T18:21:04Z
139,1.0,GitHub Repositories,https://github.com/svc-develop-team/so-vits-svc,so-vits-svc,svc-develop-team,FREE,2026-09-11T18:21:05Z
140,1.0,GitHub Repositories,https://github.com/eyaltoledano/claude-task-master,claude-task-master,eyaltoledano,FREE,2026-09-11T18:21:05Z
141,1.0,GitHub Repositories,https://github.com/mastra-ai/mastra,mastra,mastra-ai,FREE,2026-09-11T18:21:05Z
142,1.0,GitHub Repositories,https://github.com/Fosowl/agenticSeek,agenticSeek,Fosowl,FREE,2026-09-11T18:21:06Z
143,1.0,GitHub Repositories,https://github.com/go-kratos/kratos,kratos,go-kratos,FREE,2026-09-11T18:21:06Z
144,1.0,GitHub Repositories,https://github.com/Kilo-Org/kilocode,kilocode,Kilo-Org,FREE,2026-09-11T18:21:06Z
145,1.0,GitHub Repositories,https://github.com/onlook-dev/onlook,onlook,onlook-dev,FREE,2026-09-11T18:21:06Z
146,1.0,GitHub Repositories,https://github.com/deepset-ai/haystack,haystack,deepset-ai,FREE,2026-09-11T18:21:06Z
147,1.0,GitHub Repositories,https://github.com/mlflow/mlflow,mlflow,mlflow,FREE,2026-09-11T18:21:06Z
148,1.0,GitHub Repositories,https://github.com/charmbracelet/crush,crush,charmbracelet,FREE,2026-09-11T18:21:05Z
149,1.0,GitHub Repositories,https://github.com/QwenLM/qwen-code,qwen-code,QwenLM,FREE,2026-09-11T18:21:05Z
150,1.0,GitHub Repositories,https://github.com/oraios/serena,serena,oraios,FREE,2026-09-11T18:21:05Z
151,1.0,GitHub Repositories,https://github.com/iOfficeAI/OfficeCLI,OfficeCLI,iOfficeAI,FREE,2026-09-11T18:21:04Z
152,1.0,GitHub Repositories,https://github.com/humanlayer/12-factor-agents,12-factor-agents,humanlayer,FREE,2026-09-11T18:21:06Z
153,1.0,GitHub Repositories,https://github.com/flipped-aurora/gin-vue-admin,gin-vue-admin,flipped-aurora,FREE,2026-09-11T18:21:06Z
154,1.0,GitHub Repositories,https://github.com/Max-Eee/NeoPass,NeoPass,Max-Eee,FREE,2026-09-11T18:21:06Z
155,1.0,GitHub Repositories,https://github.com/plotly/dash,dash,plotly,FREE,2026-09-11T18:21:06Z
156,1.0,GitHub Repositories,https://github.com/sinaptik-ai/pandas-ai,pandas-ai,sinaptik-ai,FREE,2026-09-11T18:21:06Z
157,1.0,GitHub Repositories,https://github.com/vanna-ai/vanna,vanna,vanna-ai,FREE,2026-09-11T18:21:06Z
158,1.0,GitHub Repositories,https://github.com/NirDiamant/GenAI_Agents,GenAI_Agents,NirDiamant,FREE,2026-09-11T18:21:06Z
159,1.0,GitHub Repositories,https://github.com/letta-ai/letta,letta,letta-ai,FREE,2026-09-11T18:21:06Z
160,1.0,GitHub Repositories,https://github.com/coleam00/Archon,Archon,coleam00,FREE,2026-09-11T18:21:06Z
161,1.0,GitHub Repositories,https://github.com/browserbase/stagehand,stagehand,browserbase,FREE,2026-09-11T18:21:06Z
162,1.0,GitHub Repositories,https://github.com/conwnet/github1s,github1s,conwnet,FREE,2026-09-11T18:21:07Z
163,1.0,GitHub Repositories,https://github.com/spmallick/learnopencv,learnopencv,spmallick,FREE,2026-09-11T18:21:07Z
164,1.0,GitHub Repositories,https://github.com/guillaumemeyer/watermarks-remover,watermarks-remover,guillaumemeyer,FREE,2026-09-11T18:21:07Z
165,1.0,GitHub Repositories,https://github.com/wandb/openui,openui,wandb,FREE,2026-09-11T18:21:07Z
166,1.0,GitHub Repositories,https://github.com/micro/go-micro,go-micro,micro,FREE,2026-09-11T18:21:07Z
167,1.0,GitHub Repositories,https://github.com/google/adk-python,adk-python,google,FREE,2026-09-11T18:21:07Z
168,1.0,GitHub Repositories,https://github.com/elder-plinius/L1B3RT4S,L1B3RT4S,elder-plinius,FREE,2026-09-11T18:21:07Z
169,1.0,GitHub Repositories,https://github.com/onnx/onnx,onnx,onnx,FREE,2026-09-11T18:21:07Z
170,1.0,GitHub Repositories,https://github.com/huggingface/datasets,datasets,huggingface,FREE,2026-09-11T18:21:07Z
171,1.0,GitHub Repositories,https://github.com/screenpipe/screenpipe,screenpipe,screenpipe,FREE,2026-09-11T18:21:07Z
172,1.0,GitHub Repositories,https://github.com/recommenders-team/recommenders,recommenders,recommenders-team,FREE,2026-09-11T18:21:07Z
173,1.0,GitHub Repositories,https://github.com/Skyvern-AI/skyvern,skyvern,Skyvern-AI,FREE,2026-09-11T18:21:07Z
174,1.0,GitHub Repositories,https://github.com/debpalash/VoiceStudio,VoiceStudio,debpalash,FREE,2026-09-11T18:21:07Z
175,1.0,GitHub Repositories,https://github.com/Tencent/WeKnora,WeKnora,Tencent,FREE,2026-09-11T18:21:07Z
176,1.0,GitHub Repositories,https://github.com/steipete/CodexBar,CodexBar,steipete,FREE,2026-09-11T18:21:07Z
177,1.0,GitHub Repositories,https://github.com/vercel/chatbot,chatbot,vercel,FREE,2026-09-11T18:21:07Z
178,1.0,GitHub Repositories,https://github.com/BuilderIO/gpt-crawler,gpt-crawler,BuilderIO,FREE,2026-09-11T18:21:07Z
179,1.0,GitHub Repositories,https://github.com/qax-os/excelize,excelize,qax-os,FREE,2026-09-11T18:21:07Z
180,1.0,GitHub Repositories,https://github.com/SWE-agent/SWE-agent,SWE-agent,SWE-agent,FREE,2026-09-11T18:21:07Z
181,1.0,GitHub Repositories,https://github.com/kortix-ai/suna,suna,kortix-ai,FREE,2026-09-11T18:21:07Z
182,1.0,GitHub Repositories,https://github.com/liyupi/ai-guide,ai-guide,liyupi,FREE,2026-09-11T18:21:07Z
183,1.0,GitHub Repositories,https://github.com/nari-labs/dia,dia,nari-labs,FREE,2026-09-11T18:21:07Z
184,1.0,GitHub Repositories,https://github.com/cube-js/cube,cube,cube-js,FREE,2026-09-11T18:21:07Z
185,1.0,GitHub Repositories,https://github.com/dzhng/deep-research,deep-research,dzhng,FREE,2026-09-11T18:21:07Z
186,1.0,GitHub Repositories,https://github.com/datawhalechina/easy-vibe,easy-vibe,datawhalechina,FREE,2026-09-11T18:21:07Z
187,1.0,GitHub Repositories,https://github.com/t8y2/dbx,dbx,t8y2,FREE,2026-09-11T18:21:07Z
188,1.0,GitHub Repositories,https://github.com/dailydotdev/daily,daily,dailydotdev,FREE,2026-09-11T18:21:07Z
189,1.0,GitHub Repositories,https://github.com/1jehuang/jcode,jcode,1jehuang,FREE,2026-09-11T18:21:07Z
190,1.0,GitHub Repositories,https://github.com/danielmiessler/LifeOS,LifeOS,danielmiessler,FREE,2026-09-11T18:21:07Z
191,1.0,GitHub Repositories,https://github.com/stas00/ml-engineering,ml-engineering,stas00,FREE,2026-09-11T18:21:08Z
192,1.0,GitHub Repositories,https://github.com/elizaOS/eliza,eliza,elizaOS,FREE,2026-09-11T18:21:07Z
193,1.0,GitHub Repositories,https://github.com/iii-hq/iii,iii,iii-hq,FREE,2026-09-11T18:21:08Z
194,1.0,GitHub Repositories,https://github.com/metainternal/llama-cookbook,llama-cookbook,metainternal,FREE,2026-09-11T18:21:08Z
195,1.0,GitHub Repositories,https://github.com/google/magika,magika,google,FREE,2026-09-11T18:21:08Z
196,1.0,GitHub Repositories,https://github.com/teambit/bit,bit,teambit,FREE,2026-09-11T18:21:08Z
197,1.0,GitHub Repositories,https://github.com/microsoft/AirSim,AirSim,microsoft,FREE,2026-09-11T18:21:08Z
198,1.0,GitHub Repositories,https://github.com/nukeop/nuclear,nuclear,nukeop,FREE,2026-09-11T18:21:08Z
199,1.0,GitHub Repositories,https://github.com/arc53/DocsGPT,DocsGPT,arc53,FREE,2026-09-11T18:21:08Z
200,1.0,GitHub Repositories,https://github.com/transitive-bullshit/agentic,agentic,transitive-bullshit,FREE,2026-09-11T18:21:08Z
201,1.0,GitHub Repositories,https://github.com/AsyncFuncAI/deepwiki-open,deepwiki-open,AsyncFuncAI,FREE,2026-09-11T18:21:08Z
202,1.0,GitHub Repositories,https://github.com/agent0ai/agent-zero,agent-zero,agent0ai,FREE,2026-09-11T18:21:07Z
203,1.0,GitHub Repositories,https://github.com/Infrasys-AI/AISystem,AISystem,Infrasys-AI,FREE,2026-09-11T18:21:08Z
204,1.0,GitHub Repositories,https://github.com/rowboatlabs/rowboat,rowboat,rowboatlabs,FREE,2026-09-11T18:21:08Z
205,1.0,GitHub Repositories,https://github.com/leon-ai/leon,leon,leon-ai,FREE,2026-09-11T18:21:08Z
206,1.0,GitHub Repositories,https://github.com/jlcodes99/cockpit-tools,cockpit-tools,jlcodes99,FREE,2026-09-11T18:21:08Z
207,1.0,GitHub Repositories,https://github.com/TransformerOptimus/SuperAGI,SuperAGI,TransformerOptimus,FREE,2026-09-11T18:21:08Z
208,1.0,GitHub Repositories,https://github.com/xx025/carrot,carrot,xx025,FREE,2026-09-11T18:21:08Z
209,1.0,GitHub Repositories,https://github.com/kubesphere/kubesphere,kubesphere,kubesphere,FREE,2026-09-11T18:21:08Z
210,1.0,GitHub Repositories,https://github.com/dair-ai/ML-YouTube-Courses,ML-YouTube-Courses,dair-ai,FREE,2026-09-11T18:21:08Z
211,1.0,GitHub Repositories,https://github.com/AgriciDaniel/claude-seo,claude-seo,AgriciDaniel,FREE,2026-09-11T18:21:08Z
212,1.0,GitHub Repositories,https://github.com/mayooear/ai-pdf-chatbot-langchain,ai-pdf-chatbot-langchain,mayooear,FREE,2026-09-11T18:21:09Z
213,1.0,GitHub Repositories,https://github.com/MemoriLabs/Memori,Memori,MemoriLabs,FREE,2026-09-11T18:21:09Z
214,1.0,GitHub Repositories,https://github.com/xbtlin/ai-berkshire,ai-berkshire,xbtlin,FREE,2026-09-11T18:21:09Z
215,1.0,GitHub Repositories,https://github.com/triggerdotdev/trigger.dev,trigger.dev,triggerdotdev,FREE,2026-09-11T18:21:09Z
216,1.0,GitHub Repositories,https://github.com/WEIFENG2333/VideoCaptioner,VideoCaptioner,WEIFENG2333,FREE,2026-09-11T18:21:09Z
217,1.0,GitHub Repositories,https://github.com/treeverse/dvc,dvc,treeverse,FREE,2026-09-11T18:21:09Z
218,1.0,GitHub Repositories,https://github.com/memvid/memvid,memvid,memvid,FREE,2026-09-11T18:21:09Z
219,1.0,GitHub Repositories,https://github.com/udecode/plate,plate,udecode,FREE,2026-09-11T18:21:09Z
220,1.0,GitHub Repositories,https://github.com/ahmedkhaleel2004/gitdiagram,gitdiagram,ahmedkhaleel2004,FREE,2026-09-11T18:21:09Z
221,1.0,GitHub Repositories,https://github.com/apache/doris,doris,apache,FREE,2026-09-11T18:21:09Z
222,1.0,GitHub Repositories,https://github.com/googleapis/mcp-toolbox,mcp-toolbox,googleapis,FREE,2026-09-11T18:21:09Z
223,1.0,GitHub Repositories,https://github.com/MODSetter/SurfSense,SurfSense,MODSetter,FREE,2026-09-11T18:21:09Z
224,1.0,GitHub Repositories,https://github.com/GLips/Figma-Context-MCP,Figma-Context-MCP,GLips,FREE,2026-09-11T18:21:09Z
