ID,MappingID,EntityType,RawValue,NormalizedValue,CanonicalValue,Decision,MatchMethod,Confidence,SourceURL,Timestamp
21,map_f201d218-272e-46b4-9b25-95ecbe72648c,STARTUP,"OpenAI, Inc.",openai,OpenAI,EXACT_NAME_MATCH,EXACT_NAME_MATCH,1.0,https://another-blog.com/post,2026-09-10T11:43:38Z
22,map_3a469a75-1164-466a-8445-e1fe6c21f2f6,STARTUP,openai.com,openai com,OpenAI,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://openai.com,2026-09-10T11:43:38Z
23,map_824434f0-910b-4915-8ff5-6e6f1c4cdcbf,STARTUP,OpenAI Labs,openai labs,Openai Labs,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://example.com/openai-labs,2026-09-10T11:43:38Z
24,map_6699f623-f46c-4b03-904f-e833665cd6d7,STARTUP,Apple Records,apple records,Apple Records,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://example.com/apple-records,2026-09-10T11:43:38Z
25,map_22dcbf71-95b0-4529-afd1-c1a461230bbf,STARTUP,Amazon Web Services,amazon web services,Amazon Web Services,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://aws.amazon.com,2026-09-10T11:43:38Z
26,map_157b583d-3b7b-411d-b92e-e6a13e32e913,RESEARCH_PAPER,PapersWithCode Sample Paper,paperswithcode sample paper,Paperswithcode Sample Paper,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://paperswithcode.co/paper/test-paper-6d6a49d4,2026-09-10T11:44:41Z
27,map_32dcf752-3957-453d-b4a0-2bf374235402,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=e713f73a-9411-47c8-81df-c19e1a5c4733,2026-09-10T11:44:42Z
28,map_b50ab500-41e6-48fd-a708-7cc4306c71f4,RESEARCH_PAPER,PapersWithCode Sample Paper,paperswithcode sample paper,Paperswithcode Sample Paper,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://paperswithcode.co/paper/test-paper-17c74606,2026-09-10T11:49:40Z
29,map_4f859d3d-7740-47e7-add2-fd9697318671,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=09e320a3-dfbc-4391-a67e-f5b91965ba9f,2026-09-10T11:49:41Z
30,map_9d04d932-334a-450e-8cde-4af49026bfa6,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=23317efc-f21d-48fc-9650-0654d100ea8e,2026-09-10T11:53:15Z
31,map_7af0891e-728f-47c9-95bd-c7158a2c3c67,RESEARCH_PAPER,Truncation in Hahn Fields is Undecidable and Wild,truncation in hahn fields is undecidable and wild,Truncation In Hahn Fields Is Undecidable And Wild,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03722,2026-09-10T11:54:41Z
32,map_7975e62e-b416-4bac-8055-39010cc31bc5,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=148b7615-0146-4e39-82c8-f9b7bb934175,2026-09-10T11:54:42Z
33,map_7c45dae1-8c24-4442-8c57-7d3d155e4f9f,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=c5e4ab80-a5e2-4d4c-bf55-8a4aaffb62c8,2026-09-10T11:56:42Z
34,map_4050119b-b9a1-4486-bffd-3c127292d6d7,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.10296,2026-09-10T12:06:11Z
35,map_8b99bf81-ccbd-45cb-b45f-896e2d5e813d,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.08572,2026-09-10T12:06:12Z
36,map_82deada5-86fa-4723-9dcf-cc12ffc39ef6,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.06490,2026-09-10T12:06:13Z
37,map_9d19e134-cad3-4674-bcc7-5d0fab97c1be,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.08965,2026-09-10T12:06:14Z
38,map_05f159e3-2261-4343-ac18-9d9d960c32af,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.10355,2026-09-10T12:06:15Z
39,map_fdb3563b-0e95-4a48-b737-312761019de5,RESEARCH_PAPER,"A ""problem of time"" in the multiplicative scheme for the $n$-site hopper",a problem of time in the multiplicative scheme for the n site hopper,A Problem Of Time In The Multiplicative Scheme For The N Site Hopper,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03793,2026-09-10T12:07:03Z
40,map_6fbdfff5-23df-47fc-b8b5-13181323fea6,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=49fb19c6-41eb-4ade-83f2-7f9af14ce85f,2026-09-10T12:07:04Z
41,map_0a626f8f-c89f-4401-b3d8-d96d16fe57e7,RESEARCH_PAPER,Finite BRST Mapping in Higher Derivative Models,finite brst mapping in higher derivative models,Finite Brst Mapping In Higher Derivative Models,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03769,2026-09-10T12:13:40Z
42,map_cb0f4e22-6257-4207-8cec-739d08da5fbc,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=48314b4a-84cb-41f8-b2e0-04dfffe7741f,2026-09-10T12:13:41Z
43,map_6bcd9083-4d5d-4681-b48e-4cad0692c4bb,RESEARCH_PAPER,Simplifying the EFT of Inflation: Generalized Disformal Transformations and Redundant Couplings,simplifying the eft of inflation generalized disformal transformations and redundant couplings,Simplifying The Eft Of Inflation Generalized Disformal Transformations And Redundant Couplings,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03758,2026-09-10T12:37:03Z
44,map_b5f3ad86-b593-46c8-a110-d298ac4323fa,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=dc8eb0b7-15a2-4db3-8019-b9fc7199f412,2026-09-10T12:37:04Z
45,map_17ca2437-2f92-4927-8575-6d87e9aa257a,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=61032af4-a6f6-4282-9513-65e5a2848b06,2026-09-10T12:43:07Z
46,map_6edc9046-6ce1-4866-81ad-16754236c16d,RESEARCH_PAPER,The Two-Halo Term in Stacked Thermal Sunyaev-Zel'dovich Measurements: Implications for Self-Similarity,the two halo term in stacked thermal sunyaev zel dovich measurements implications for self similarity,The Two Halo Term In Stacked Thermal Sunyaev Zel Dovich Measurements Implications For Self Similarity,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03753,2026-09-10T12:50:38Z
47,map_ef097415-654e-4765-b67f-dd173d26647e,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=17fda132-7720-4c37-a656-d085e89561be,2026-09-10T12:50:39Z
48,map_7a823a1d-3f0a-4bb7-94c6-f264ac2db4cf,RESEARCH_PAPER,Compilation of low-energy constraints on 4-fermion operators in the SMEFT,compilation of low energy constraints on 4 fermion operators in the smeft,Compilation Of Low Energy Constraints On 4 Fermion Operators In The Smeft,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03783,2026-09-10T12:57:50Z
49,map_d073c03a-3948-44a6-9c60-0b4009f1cbbb,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=2b1a79a8-c6cf-4098-b178-06c8097f4fe7,2026-09-10T12:57:51Z
50,map_d2b2b810-8e8c-4f2f-ad07-fdc1d4c7874c,RESEARCH_PAPER,Discriminating Local Sources of High-Energy Cosmic Electrons and Positrons by Current and Future Anisotropy Measurements,discriminating local sources of high energy cosmic electrons and positrons by current and future anisotropy measurements,Discriminating Local Sources Of High Energy Cosmic Electrons And Positrons By Current And Future Anisotropy Measurements,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03745,2026-09-10T12:59:11Z
51,map_ec0752f3-7d90-4389-8318-ecfd75ca83e3,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=c83dd43f-11d9-4266-917e-4bbbc5b4b6e1,2026-09-10T12:59:12Z
52,map_304f7681-dd13-4cb9-8123-ff6939783c6f,RESEARCH_PAPER,Anticoncentration theorems for schemes showing a quantum speedup,anticoncentration theorems for schemes showing a quantum speedup,Anticoncentration Theorems For Schemes Showing A Quantum Speedup,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03786,2026-09-10T13:01:29Z
53,map_d91ac14a-c281-4907-878b-31f45eea3926,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=94472f40-f963-48a8-a132-257b6cf7538f,2026-09-10T13:01:31Z
54,map_c98706da-5df3-407d-b3b0-f2c2e58e0ef6,NEWS,TechCrunch,techcrunch,Techcrunch,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://techcrunch.com/2026/09/09/openai-adds-a-prominent-ai-doomer-to-its-board-of-directors/,2026-09-10T13:02:19Z
55,map_ee45e128-4324-4308-b2b9-0881f45655c8,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.02771,2026-09-10T13:02:20Z
56,map_eb6cf113-6b0c-465b-8138-e14bca3a2e97,NEWS,TechCrunch,techcrunch,Techcrunch,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://techcrunch.com/2026/09/09/ai-research-startup-listen-labs-scrubbed-a-1-5b-funding-round-for-salesforce-talks/,2026-09-10T13:02:21Z
57,map_5e48a9a3-93d5-4b75-a5fa-52b443ebf69a,NEWS,HuggingFace,huggingface,Hugging Face,DOMAIN_MATCH,EXACT_DOMAIN_MATCH,1.0,https://huggingface.co/papers/2609.09264,2026-09-10T13:02:22Z
58,map_f94175a5-8a77-4c5b-8c5d-280fbe7cec51,JOB,Remote OK Client,remote ok client,Remote Ok Client,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://remoteOK.com/remote-jobs/remote-social-comms-nope-1137314,2026-09-10T13:02:23Z
59,map_dbe4f6a3-a9d1-4f84-8cc1-a511621232be,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=1e065d26-aa41-4129-9c56-16ad9e00c7c1,2026-09-10T13:05:17Z
60,map_cfc4fad5-14ad-4ef0-b0ad-e151ac3c33b1,NEWS,TechCrunch,techcrunch,Techcrunch,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://techcrunch.com/2026/09/09/massachusetts-hits-data-centers-with-new-clean-power-rules/,2026-09-10T13:08:36Z
61,map_e04af13b-964f-4c33-ab91-8b0b7ddd7463,NEWS,TechCrunch,techcrunch,Techcrunch,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://techcrunch.com/2026/09/09/apple-watchs-new-ai-features-are-normalizing-the-idea-that-technology-is-always-listening/,2026-09-10T13:08:37Z
62,map_13999bb5-ebbe-4c64-9335-63d3d52d4740,NEWS,TechCrunch,techcrunch,Techcrunch,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://techcrunch.com/2026/09/09/everything-apple-announced-at-its-fall-iphone-event-from-the-foldable-iphone-duo-to-an-always-listening-apple-watch/,2026-09-10T13:08:39Z
63,map_187e081f-4029-481c-8879-313f89a2c5a8,NEWS,MIT Technology Review,mit technology review,Mit Technology Review,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://www.technologyreview.com/2026/09/10/1141649/powering-ai-is-an-architecture-problem/,2026-09-10T13:08:42Z
64,map_aebd2a17-a6e8-44ba-ae10-734482973348,NEWS,Hacker News,hacker news,Hacker News,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://tailwindcss.com/blog/tailwind-is-joining-shopify,2026-09-10T13:09:05Z
65,map_08c64457-fe5b-473a-ad44-53368c865168,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=a700e1fc-1442-42f1-ba36-4af68e3c3203,2026-09-10T13:09:07Z
66,map_75f7c6c0-8d1d-4ce5-aadf-5c45678d3545,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=31d5056a-dce3-4146-b65b-bacd1bf59598,2026-09-10T13:12:43Z
67,map_db8a242d-56b8-4a89-8064-ab89f2dd25f1,NEWS,Hacker News,hacker news,Hacker News,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://tailwindcss.com/blog/tailwind-is-joining-shopify,2026-09-10T13:13:33Z
68,map_82123590-8cb0-40cd-83cd-0ece82128943,NEWS,Hacker News,hacker news,Hacker News,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://tailwindcss.com/blog/tailwind-is-joining-shopify,2026-09-10T13:14:24Z
69,map_5fa8913d-dd45-440a-805e-c1241ff914d0,RESEARCH_PAPER,Verification Coverage,verification coverage,Verification Coverage,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03796,2026-09-10T13:15:02Z
70,map_2ab14781-3339-41ac-8372-c73e57732672,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=8e8b0593-17b3-4212-bcaa-aec9c36f8b50,2026-09-10T13:15:03Z
71,map_09f4145b-a7f6-440e-b99f-c0395c99889d,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=804548a1-3a44-4e3b-a1d8-aef45ea02733,2026-09-10T13:19:11Z
72,map_5d4ddba4-69db-4684-b22c-c9eab2e98b71,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=fccc5262-3292-40a8-89a3-f6cccd5a4f0b,2026-09-10T14:09:53Z
73,map_1f641f1a-399a-4080-a3b8-d71bb408a0e8,RESEARCH_PAPER,Asymptotically Optimal Multi-Paving,asymptotically optimal multi paving,Asymptotically Optimal Multi Paving,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03737,2026-09-10T14:28:02Z
74,map_9f66e73b-a4ea-40c1-9f52-745fed0473a0,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=fa66c081-d28c-4156-8a6c-d0cc3082d9ba,2026-09-10T14:28:03Z
75,map_530dde8c-b25b-49f4-9d1f-97d9db2391cf,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=5c230d92-85d4-4a16-acd7-849d2aa0972c,2026-09-10T14:42:01Z
76,map_a5b79520-7143-47e8-b009-815a1943ef8e,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=c2b70a21-66fb-47e7-bb3f-644d3e01d9b2,2026-09-10T14:47:03Z
77,map_71c516f6-45c5-49f5-bc8e-6cc72df204f9,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=e54b627d-2cbd-4c61-8f47-4add91e1612b,2026-09-10T15:23:00Z
78,map_469663e4-a8d9-415c-852f-13c5839a3c91,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=74db711a-dcd2-4472-b643-aa37b608138d,2026-09-10T15:23:28Z
79,map_41c840a8-d1f6-4762-ac3c-33130b95414e,RESEARCH_PAPER,Ten Billion Years of Brightest Cluster Galaxy Alignments,ten billion years of brightest cluster galaxy alignments,Ten Billion Years Of Brightest Cluster Galaxy Alignments,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03798,2026-09-10T15:27:33Z
80,map_4b090349-8827-4c8d-b6d8-8d32c89be37e,RESEARCH_PAPER,Attention Is All You Need,attention is all you need,Attention Is All You Need,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/1706.03762?test_id=3e6079e6-3cde-4ca3-8312-e312ee343ccc,2026-09-10T15:27:34Z
81,map_87387eed-a9f0-4579-b177-7e2306a3186d,RESEARCH_PAPER,Can Edge-Deployable Vision-Language Models Identify Species?,can edge deployable vision language models identify species,Can Edge Deployable Vision Language Models Identify Species,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11916v1,2026-09-11T05:20:34Z
82,map_5f5719d5-2290-44a9-84bc-9d3fe45ebfe5,RESEARCH_PAPER,General Quantification of Covariate and Concept Shifts,general quantification of covariate and concept shifts,General Quantification Of Covariate And Concept Shifts,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11918v1,2026-09-11T05:20:37Z
83,map_072347b1-d478-4d61-837c-815147acebf1,RESEARCH_PAPER,GPU-CFR: 80x Faster Counterfactual Regret Minimization by Compiling the Game to Static Dataflow and CUDA Graph Replay,gpu cfr 80x faster counterfactual regret minimization by compiling the game to static dataflow and cuda graph replay,Gpu Cfr 80x Faster Counterfactual Regret Minimization By Compiling The Game To Static Dataflow And Cuda Graph Replay,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11923v1,2026-09-11T05:20:37Z
84,map_e0155eca-7856-4160-9104-29c2a47992e4,RESEARCH_PAPER,Generative Marketing Mix Modeling: A Causal Inference Framework Linking GEO and GEM to Business Impact,generative marketing mix modeling a causal inference framework linking geo and gem to business impact,Generative Marketing Mix Modeling A Causal Inference Framework Linking Geo And Gem To Business Impact,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11915v1,2026-09-11T05:20:40Z
85,map_78d5eb39-f772-4b47-bff0-8cd9f7939df8,RESEARCH_PAPER,Artificial Id: Drive and Persistent Alignment in Agentic AI,artificial id drive and persistent alignment in agentic ai,Artificial Id Drive And Persistent Alignment In Agentic Ai,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11911v1,2026-09-11T05:20:47Z
86,map_db42b9a1-3fde-4182-92f7-913369d1e03f,RESEARCH_PAPER,MindTopo: Can Foundation Models Reason in Topological Space?,mindtopo can foundation models reason in topological space,Mindtopo Can Foundation Models Reason In Topological Space,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11900v1,2026-09-11T05:20:54Z
87,map_07b0519e-8403-41c8-a53e-4b822d995d51,RESEARCH_PAPER,Domain-Specific Hallucination Detection in Large Language Models,domain specific hallucination detection in large language models,Domain Specific Hallucination Detection In Large Language Models,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11878v1,2026-09-11T05:20:54Z
88,map_25218c33-4d79-4af9-b219-a84e453c7cf1,RESEARCH_PAPER,Biology-in-the-loop: Amortized Adaptive Hit Discovery in CRISPR Screens,biology in the loop amortized adaptive hit discovery in crispr screens,Biology In The Loop Amortized Adaptive Hit Discovery In Crispr Screens,CREATE_NEW_CANONICAL,CREATE_NEW_CANONICAL_ENTITY,0.8,https://arxiv.org/abs/2609.11877v1,2026-09-11T05:20:57Z
